代码	名称	涨幅%	现价	涨跌	买价	卖价	总量	现量	涨速%	换手%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	开盘金额	开盘换手Z	封成比	封单额	流通股(亿)	流通市值	AB股总市值	强弱度%	活跃度	笔均量	笔换手	连涨天	3日涨幅%	20日涨幅%	60日涨幅%	年初至今%	换手Z	流通市值Z	市盈(TTM)	市盈(静)	贝塔系数	近日指标提示	短期形态	中期形态	长期形态	开盘%	最高%	最低%	均涨幅%	实体涨幅%	回头波%	攻击波%	现均差%	财务更新	上市日期	总股本(亿)	B/A股(亿)	H股(亿)	总资产(亿)	净资产(亿)	少数股权(亿)	资产负债率%	流动资产(亿)	固定资产(亿)	无形资产(亿)	流动负债(亿)	存货(亿)	应收帐款(亿)	资本公积金(亿)	营业收入(亿)	营业成本(亿)	营业利润(亿)	投资收益(亿)	利润总额(亿)	税后利润(亿)	净利润(亿)	扣非净利润(亿)	未分利润(亿)	经营现金流(亿)	总现金流(亿)	股东人数	人均持股	人均市值	利润同比%	收入同比%	市净率	市现率	市销率	股息率%	每股收益	每股净资	调整后净资	每股公积	每股未分配	每股现金流	权益比%	净益率%	毛利率%	营业利润率%	净利润率%	研发费用(亿)	员工人数	交易代码	自选日	自选价	自选收益%	
="000034"	神州数码	4.49	15.35	0.66	15.35	15.36	143347	1240	0.07	          2.93	14.64	16.16	14.56	14.69	    19.59	222897536	  2.55	综合类	深圳	10.89	15.55	76357	66990	  1.14	150	206	--  	106900	          0.00	--  	--  	          4.89	         75.13亿	        100.40亿	  5.77	   2616	     55	        0.0011	1	0.95	4.73	32.13	16.31	          3.87	         56.88亿	19.59	19.59	1.17	KDJ金叉				-0.34	10.01	-0.88	5.85	4.85	-5.01	5.43	-1.36	20190402	19940509	          6.54	--  	--  	259.85	38.41	          0.05	85.20	203.01	1.70	25.46	203.25	65.07	86.05	23.80	818.58	785.62	6.41	0.59	6.62	5.16	5.12	4.72	7.17	3.61	-4.85	32011.00	         11576	17.77万	-29.12	31.57	          2.61	27.85	0.12	1.64	0.783㈣	          5.87	0.00	          3.64	          1.10	          0.55	         14.78	  13.34㈣	          4.03	          0.78	          0.63	0.97	4228	000034	--  	--  	--  	
="000035"	中国天楹	-3.00	5.17	-0.16	5.17	5.18	96838	581	0.00	          0.76	5.30	5.34	5.12	5.33	    56.74	50508252	  0.52	环境保护	江苏	4.13	5.22	59378	37459	  1.59	634	113	--  	258600	          0.01	--  	--  	         12.81	         66.23亿	        126.08亿	 -1.72	   1790	     54	        0.0004	-2	-4.07	1.37	0.78	-0.58	          1.21	         41.50亿	50.72	56.73	1.00	KDJ死叉				-0.56	0.19	-3.94	-2.14	-2.45	-3.18	0.98	-0.86	20190422	19940408	         24.39	--  	--  	84.07	31.87	          0.37	61.66	17.36	13.01	28.23	36.69	1.44	4.71	16.79	13.67	8.73	2.28	-0.00	2.31	1.71	1.67	1.65	10.63	3.13	-8.95	40042.00	         20046	10.36万	18.76	37.64	          2.16	40.33	9.22	0.00	0.120㈢	          2.39	2.39	          0.69	          0.44	          0.13	         37.90	   5.23㈢	         36.12	         16.67	         12.19	0.00	5737	000035	--  	--  	--  	
="000036"	华联控股	-2.73	7.47	-0.21	7.47	7.48	110472	736	0.00	          0.97	7.66	7.72	7.47	7.68	     8.66	83542256	  1.10	全国地产	深圳	3.26	7.56	71539	38933	  1.84	467	396	--  	520100	          0.01	--  	--  	         11.36	         84.88亿	         85.27亿	 -1.45	   2179	     51	        0.0004	-2	-3.73	3.75	31.05	35.57	          1.46	         56.56亿	8.52	6.35	0.76	跌破BOLL下轨				-0.26	0.52	-2.73	-1.53	-2.48	-3.24	0.00	-1.20	20190422	19940617	         11.41	--  	--  	114.22	45.91	          7.27	53.45	92.32	8.70	0.07	43.98	43.78	0.31	2.38	27.11	7.13	10.72	0.18	10.72	7.90	7.38	7.27	28.58	21.04	24.30	63246.00	         11973	8.94万	-31.71	-10.56	          1.75	4.05	3.15	6.69	0.647㈢	          4.26	4.26	          0.21	          2.50	          1.84	         40.19	  16.08㈢	         73.70	         39.54	         27.23	0.00	810	000036	--  	--  	--  	
="000037"	深南电A	-0.80	11.22	-0.09	11.21	11.22	80120	630	0.09	          2.36	11.42	11.50	11.13	11.31	--  	91041336	  0.67	火力发电	深圳	3.27	11.36	34524	45595	  0.76	48	813	--  	1121400	          0.05	--  	--  	          3.39	         38.02亿	         67.63亿	  0.48	   2566	     31	        0.0009	-3	-12.96	-19.45	119.14	135.71	          4.00	         22.45亿	3739.85	351.26	0.97	-- -- 				0.97	1.68	-1.59	0.47	-1.75	-2.43	0.81	-1.27	20190423	19940701	          6.03	          2.64	--  	31.62	19.49	          0.53	36.67	15.21	14.27	0.45	10.36	1.18	1.37	3.63	1.53	1.59	-0.34	-0.00	-0.33	-0.34	-0.28	-0.29	6.51	-0.05	-1.35	32518.00	         14268	16.01万	-159.64	-62.09	          3.47	-1380.88	44.21	0.00	-0.047㈠	          3.23	0.00	          0.60	          1.08	         -0.01	         61.66	  -1.46㈠	         -4.01	        -21.91	        -18.55	0.00	520	000037	--  	--  	--  	
="000038"	深大通	-4.61	13.05	-0.63	13.00	13.05	112333	3001	0.23	          5.76	13.45	13.45	12.80	13.68	    23.25	147419184	  0.45	广告包装	深圳	4.75	13.12	62545	49787	  1.26	195	109	--  	1085400	          0.09	--  	--  	          1.95	         25.44亿	         68.22亿	 -3.33	   2974	     38	        0.0019	-2	-12.42	0.69	4.57	2.27	         11.92	         12.30亿	21.90	19.06	0.93	MACD死叉				-1.68	-1.68	-6.43	-4.07	-2.97	-2.97	1.95	-0.54	20190416	19940808	          5.23	--  	--  	58.67	54.03	         -0.01	7.92	32.76	0.85	0.61	4.40	0.48	11.12	43.13	20.98	17.54	2.72	0.10	2.71	2.20	2.20	2.11	5.29	-0.44	-4.89	20698.00	          4553	5.94万	-17.42	96.32	          2.41	-155.96	3.25	3.07	0.421㈢	          5.42	5.42	          8.25	          1.01	         -0.08	         92.09	   4.07㈢	         16.41	         12.96	         10.49	0.04	244	000038	--  	--  	--  	
="000039"	中集集团	-1.25	14.22	-0.18	14.22	14.24	88219	1194	-0.20	          0.70	14.39	14.55	14.18	14.40	    12.56	126330552	  0.79	轻工机械	深圳	2.57	14.32	41432	46787	  0.89	160	94	--  	1018800	          0.01	--  	--  	         12.68	        180.31亿	        180.39亿	  0.03	   2708	     33	        0.0003	-2	-4.82	1.28	23.98	34.40	          1.06	        118.86亿	12.56	12.56	0.98	跌破BOLL下轨				-0.07	1.04	-1.53	-0.56	-1.18	-2.27	0.28	-0.69	20190403	19940408	         29.85	--  	         17.17	1588.84	373.25	        150.78	67.02	819.03	231.89	46.61	735.36	273.35	178.96	41.28	934.98	795.86	64.77	-0.82	66.84	40.68	33.80	22.59	220.83	1.41	50.35	86500.00	          9663	13.74万	34.72	22.54	          1.14	301.62	0.45	3.87	1.110㈣	         12.50	12.50	          1.38	          7.40	          0.05	         23.49	   9.06㈣	         14.88	          6.93	          3.62	9.93	51253	000039	--  	--  	--  	
="000040"	东旭蓝天	-2.30	8.48	-0.20	8.47	8.48	139791	2342	-0.11	          1.32	8.69	8.78	8.48	8.68	     6.73	120117256	  0.62	新型电力	深圳	3.46	8.59	81890	57901	  1.41	319	621	--  	1787500	          0.02	--  	--  	         10.60	         89.91亿	        126.09亿	 -1.02	   2312	     60	        0.0006	-2	-8.43	-3.42	26.76	17.29	          1.54	         76.84亿	7.76	23.17	1.06	跌破BOLL下轨				0.12	1.15	-2.30	-1.01	-2.42	-3.42	0.00	-1.30	20190321	19940808	         14.87	--  	--  	292.37	128.31	          0.46	55.96	186.44	50.79	0.88	90.34	22.36	45.99	88.74	52.94	43.54	16.21	13.38	15.93	14.12	14.05	3.12	24.29	-34.85	-45.29	55800.00	         16238	13.77万	334.40	2.21	          0.87	-3.62	2.38	0.43	1.050㈢	          9.73	9.73	          5.97	          1.63	         -2.34	         43.89	  10.95㈢	         17.77	         30.62	         26.53	0.22	2881	000040	--  	--  	--  	
="000042"	中洲控股	-2.75	11.33	-0.32	11.32	11.33	34544	870	-0.34	          0.52	11.63	11.63	11.33	11.65	    16.86	39606760	  0.84	全国地产	深圳	2.58	11.47	22889	11655	  1.96	10	362	--  	55800	          0.00	--  	--  	          6.62	         75.01亿	         75.33亿	 -1.47	   1343	     26	        0.0004	-3	-6.29	-8.48	0.18	0.98	          1.48	         26.47亿	16.86	16.86	0.83	跌破BOLL下轨				-0.17	-0.17	-2.75	-1.58	-2.58	-2.58	0.00	-1.16	20190422	19940921	          6.65	--  	--  	460.51	72.74	          3.92	83.35	404.03	12.54	0.04	279.91	257.85	1.15	25.07	79.42	42.03	9.21	0.27	9.32	4.15	4.47	3.78	30.15	30.02	4.52	18724.00	         12477	14.14万	-27.41	-8.23	          1.04	2.51	0.95	0.88	0.672㈣	         10.94	0.00	          3.77	          4.53	          4.51	         15.80	   6.14㈣	         47.08	         11.59	          5.62	0.00	2543	000042	--  	--  	--  	
="000043"	中航善达	--  	10.04	--  		--  	0	0	--  	          0.00	--  	--  	--  	10.04	     7.82	0	  0.00	房产服务	深圳	0.00	10.04	0	0	--  	0	0	--  	0	--  	--  	--  	          6.67	         66.95亿	         66.96亿	  1.28	      0	--  	--  	1	7.03	17.56	29.05	34.22	--  	         33.37亿	7.82	7.82	0.62	上穿BOLL上轨				--  	--  	--  	0.00	--  	--  	--  	--  	20190415	19940928	          6.67	--  	--  	132.36	48.42	          0.43	63.09	52.12	6.01	0.11	34.47	17.79	6.05	4.21	66.56	53.48	12.20	12.50	12.25	8.24	8.57	-1.50	33.82	12.81	1.86	23839.00	         13943	14.00万	468.85	12.93	          1.38	5.23	1.01	2.99	1.284㈣	          7.26	0.00	          0.63	          5.07	          1.92	         36.58	  17.69㈣	         19.64	         18.33	         12.87	0.15	19886	000043	--  	--  	--  	
="000045"	深纺织Ａ	0.67	7.48	0.05	7.47	7.48	56052	766	-0.12	          1.23	7.43	7.70	7.30	7.43	   233.79	41745596	  0.99	纺织	深圳	5.38	7.45	31722	24330	  1.30	1322	257	--  	24500	          0.00	--  	--  	          4.57	         34.18亿	         38.24亿	  1.95	   1510	     37	        0.0008	1	-1.06	-2.48	23.03	29.19	          2.51	         16.68亿	122.01	72.46	1.13	-- -- 				0.00	3.63	-1.75	0.24	0.67	-2.86	2.47	0.44	20190413	19940815	          5.11	          0.49	--  	45.09	24.13	         11.15	21.76	30.21	10.07	0.38	8.10	3.28	3.31	18.71	10.72	9.84	0.08	0.44	0.09	0.01	0.12	-0.18	-0.20	-3.99	-1.00	36053.00	          7555	5.65万	-63.59	0.11	          1.61	-9.59	3.57	0.00	0.024㈢	          4.64	4.64	          3.66	         -0.04	         -0.78	         53.52	   0.51㈢	          8.17	          0.76	          1.14	0.31	1335	000045	--  	--  	--  	
="000046"	泛海控股	-2.23	7.02	-0.16	7.02	7.04	79511	976	-0.42	          0.15	7.21	7.21	6.99	7.18	    39.19	56346356	  0.94	全国地产	北京	3.06	7.09	40934	38576	  1.06	1149	131	--  	90800	          0.00	--  	--  	         51.75	        363.30亿	        364.77亿	 -0.95	   1680	     47	        0.0001	-2	-5.52	2.78	42.39	50.32	          0.49	        113.48亿	39.19	39.19	1.02	跌破BOLL下轨				0.42	0.42	-2.65	-1.30	-2.64	-2.64	0.43	-0.93	20190417	19940912	         51.96	--  	--  	2120.97	201.18	         83.12	86.60	1507.56	9.43	1.05	1115.17	926.43	12.81	57.57	62.08	24.82	2.08	10.26	13.46	10.33	9.31	-5.58	74.30	92.07	-33.48	38900.00	         41556	29.17万	-67.81	-25.96	          1.81	3.96	5.88	2.14	0.179㈣	          3.87	0.00	          1.11	          1.43	          1.77	          9.49	   4.63㈣	         60.02	          3.36	         14.99	0.00	10170	000046	--  	--  	--  	
="000048"	*ST康达	-1.14	22.47	-0.26	22.40	22.47	5161	61	0.76	          0.13	22.38	22.84	22.15	22.73	    20.07	11610313	  0.72	饲料	深圳	3.04	22.50	3595	1566	  2.30	9	70	--  	17900	          0.00	--  	--  	          3.84	         86.20亿	         87.81亿	  0.14	    437	     12	        0.0003	-2	-1.80	10.91	30.11	23.46	          0.50	         23.42亿	20.07	20.07	0.09	-- -- 				-1.54	0.48	-2.55	-1.03	0.40	-1.62	1.44	-0.12	20190415	19941101	          3.91	--  	--  	51.83	10.15	          2.10	76.36	39.82	6.53	1.02	37.83	16.84	0.68	0.46	34.37	19.64	6.24	0.07	6.04	4.50	4.37	4.38	5.07	10.79	1.23	8380.00	         12437	27.95万	381.22	121.79	          8.65	8.14	2.55	0.00	1.119㈣	          2.60	0.00	          0.12	          1.30	          2.76	         19.59	  43.08㈣	         42.86	         18.15	         12.73	0.25	1556	000048	--  	--  	--  	
="000049"	德赛电池	-6.86	30.53	-2.25	30.53	30.55	63461	303	-0.15	          3.09	32.77	32.77	29.70	32.78	    17.12	196098800	  2.10	电气设备	深圳	9.37	30.90	32223	31238	  1.03	340	5	--  	301500	          0.01	--  	--  	          2.05	         62.66亿	         62.66亿	 -5.58	   3240	     20	        0.0010	-2	-9.59	-8.76	5.68	6.45	          5.65	         34.32亿	16.12	20.85	1.10	-- -- 				-0.03	-0.03	-9.40	-5.73	-6.84	-6.84	2.79	-1.13	20190423	19950320	          2.05	--  	--  	94.27	16.27	          4.66	77.80	81.22	6.77	0.57	71.74	23.79	45.67	0.06	116.92	107.38	4.63	0.09	4.61	3.53	2.75	2.59	13.51	3.29	0.99	26861.00	          4185	12.78万	47.38	50.19	          3.85	19.07	0.54	0.82	1.338㈢	          7.92	0.00	          0.03	          6.58	          1.60	         17.25	  16.88㈢	          8.16	          3.96	          2.35	2.15	10586	000049	--  	--  	--  	
="000050"	深天马Ａ	-9.05	15.17	-1.51	15.16	15.17	861812	10328	-0.58	          4.74	16.05	16.08	15.01	16.68	    26.83	1332718080	  1.23	元器件	深圳	6.41	15.46	488250	373561	  1.31	692	932	--  	24712200	          0.15	--  	--  	         18.20	        276.07亿	        310.70亿	 -7.77	   4545	    190	        0.0010	-2	-3.99	0.86	52.16	54.64	          8.43	        155.04亿	33.57	33.57	1.06	MACD死叉				-3.78	-3.60	-10.01	-7.29	-5.48	-5.66	1.07	-1.76	20190426	19950315	         20.48	--  	--  	612.16	262.83	          0.00	57.07	151.06	287.77	21.08	187.55	29.27	59.79	210.82	69.27	59.64	2.95	-0.00	2.99	2.89	2.89	0.54	30.46	6.28	7.62	112996.00	          9045	13.72万	-35.40	5.46	          1.18	49.49	4.49	0.46	0.141㈠	         12.83	0.00	         10.29	          1.49	          0.31	         42.93	   1.10㈠	         13.89	          4.26	          4.18	3.99	40513	000050	--  	--  	--  	
="000055"	方大集团	0.82	6.17	0.05	6.17	6.18	185887	1950	0.00	          2.74	6.18	6.25	6.10	6.12	    24.76	114762432	  0.62	其他建材	深圳	2.45	6.17	93178	92708	  1.01	354	761	--  	635900	          0.02	--  	--  	          6.78	         41.85亿	         69.31亿	  2.10	   2616	     71	        0.0010	1	-9.53	-8.05	-2.22	62.37	          3.29	         34.87亿	3.13	3.09	1.17	-- -- 				0.98	2.12	-0.33	0.88	-0.16	-1.28	1.15	-0.06	20190423	19960415	         11.23	          4.44	--  	106.51	49.65	          0.00	53.39	43.41	4.36	0.80	36.29	6.42	19.56	0.01	6.70	4.67	0.89	0.02	0.90	0.70	0.70	0.65	37.83	-2.96	-2.57	75069.00	         13438	8.29万	-28.85	3.14	          1.40	-23.40	10.34	3.24	0.062㈠	          4.42	0.00	          0.00	          3.37	         -0.26	         46.61	   1.41㈠	         30.31	         13.26	         10.44	0.04	2206	000055	--  	--  	--  	
="000056"	皇庭国际	-2.24	5.68	-0.13	5.68	5.71	133787	2050	-0.86	          1.48	5.75	5.89	5.65	5.81	    35.32	77116576	  0.47	房产服务	深圳	4.13	5.76	74156	59630	  1.24	2946	91	--  	533000	          0.03	--  	--  	          9.04	         51.33亿	         66.76亿	 -0.96	   1983	     67	        0.0007	-2	-10.27	-0.53	19.58	20.08	          4.48	         16.95亿	73.64	73.64	1.14	-- -- 				-1.03	1.38	-2.75	-0.79	-1.22	-3.57	0.53	-1.45	20190426	19960708	         11.75	          2.43	--  	131.89	54.02	          4.59	55.56	32.25	0.50	0.03	20.96	0.17	1.66	18.95	2.18	0.57	0.74	0.02	0.74	0.60	0.47	0.45	20.95	1.50	-0.02	26440.00	         20476	11.63万	-7.78	-1.58	          1.24	44.41	30.69	0.18	0.040㈠	          4.60	0.00	          1.61	          1.78	          0.13	         40.96	   0.87㈠	         73.93	         34.08	         21.72	0.00	736	000056	--  	--  	--  	
="000058"	深 赛 格	-3.75	6.16	-0.24	6.15	6.16	73066	740	0.00	          1.36	6.41	6.49	6.15	6.40	    41.35	46044980	  0.90	元器件	深圳	5.31	6.30	41290	31776	  1.30	529	740	--  	125000	          0.01	--  	--  	          5.38	         33.14亿	         76.12亿	 -2.47	   1740	     42	        0.0008	-3	-11.25	-12.50	-7.51	3.53	          2.53	         17.76亿	26.39	34.67	1.01	空头排列				0.16	1.41	-3.91	-1.53	-3.90	-5.08	0.16	-2.22	20190318	19961226	         12.36	          2.46	--  	62.19	19.78	          6.29	58.08	45.00	0.59	0.32	26.58	27.24	0.95	1.57	14.45	9.94	3.02	0.59	2.92	1.99	1.38	0.88	4.47	0.88	-0.38	69276.00	          7718	4.75万	99.54	68.55	          3.85	86.09	5.27	0.89	0.112㈢	          1.60	0.00	          0.13	          0.36	          0.07	         31.81	   6.98㈢	         31.16	         20.92	          9.56	0.00	2763	000058	--  	--  	--  	
="000059"	华锦股份	-4.38	7.20	-0.33	7.20	7.21	364964	4041	-0.40	          2.28	7.49	7.53	7.18	7.53	     8.35	268356288	  0.95	石油加工	辽宁	4.65	7.35	219064	145900	  1.50	2934	1921	--  	4878200	          0.08	--  	--  	         15.99	        115.16亿	        115.16亿	 -3.10	   3140	    116	        0.0007	-2	-5.88	5.11	24.57	21.21	          4.38	         60.05亿	10.57	10.91	0.95	KDJ死叉				-0.53	0.00	-4.65	-2.35	-3.87	-4.38	0.28	-2.03	20190423	19970130	         15.99	--  	--  	294.54	135.31	          5.78	52.10	140.50	131.93	13.64	65.02	40.62	3.35	62.02	86.11	70.39	4.64	0.00	4.64	3.63	3.45	3.44	51.37	-8.41	-19.30	68457.00	         12183	8.77万	11.05	5.89	          0.85	-13.70	1.34	3.47	0.216㈠	          8.46	0.00	          3.88	          3.21	         -0.53	         45.94	   2.55㈠	         18.26	          5.39	          4.01	0.18	8298	000059	--  	--  	--  	
="000060"	中金岭南	-1.17	5.09	-0.06	5.09	5.10	559584	3355	-0.19	          1.57	5.14	5.20	5.05	5.15	    19.75	286254912	  1.19	铅锌	深圳	2.91	5.12	252468	307116	  0.82	1693	1395	--  	490900	          0.00	--  	--  	         35.68	        181.62亿	        181.70亿	  0.11	   3229	    173	        0.0005	-2	-6.09	4.95	23.54	28.54	          2.16	        131.64亿	19.75	19.75	1.20	-- -- 				-0.19	0.97	-1.94	-0.67	-0.97	-2.12	0.79	-0.50	20190401	19970123	         35.70	--  	--  	195.06	103.24	          3.93	45.06	71.38	59.76	30.15	63.89	21.86	5.50	15.45	199.63	172.69	13.25	1.11	12.43	9.10	9.20	9.36	46.39	19.72	-2.14	162627.00	         15903	8.09万	-13.78	5.26	          1.76	9.21	0.91	1.57	0.258㈣	          2.89	0.00	          0.43	          1.30	          0.55	         52.93	   8.91㈣	         13.50	          6.64	          4.61	1.89	9855	000060	--  	--  	--  	
="000061"	农 产 品	-2.99	5.85	-0.18	5.85	5.86	104056	1272	-0.16	          0.61	5.92	6.02	5.82	6.03	   157.63	61318076	  1.15	农业综合	深圳	3.32	5.89	61261	42795	  1.43	282	246	--  	669000	          0.02	--  	--  	         16.95	         99.16亿	         99.27亿	 -1.71	   2775	     37	        0.0002	-2	-3.95	0.52	15.84	20.62	          1.53	         39.86亿	169.88	714.60	1.11	跌破BOLL下轨				-1.82	-0.17	-3.48	-2.28	-1.18	-2.82	0.52	-0.71	20190413	19970110	         16.97	--  	--  	188.66	47.76	         15.99	66.21	39.11	18.97	20.53	72.44	6.07	0.43	26.65	16.99	10.29	2.03	1.10	1.84	0.98	0.47	-0.72	1.76	9.61	1.13	48943.00	         13920	8.14万	1655.20	-0.24	          2.02	10.33	5.84	0.85	0.028㈢	          2.90	2.90	          1.57	          0.10	          0.57	         25.31	   0.99㈢	         39.42	         11.97	          2.78	0.00	5036	000061	--  	--  	--  	
="000062"	深圳华强	2.58	21.50	0.54	21.49	21.50	43642	297	0.23	          0.61	21.00	21.86	20.99	20.96	    32.87	93751808	  1.14	批发业	深圳	4.15	21.48	18399	25243	  0.73	62	84	--  	745500	          0.02	--  	--  	          7.20	        154.90亿	        155.08亿	  3.86	   2576	     17	        0.0002	1	-3.51	-0.83	24.78	29.05	          2.08	         45.16亿	23.17	22.62	0.90	-- -- 				0.19	4.29	0.14	2.49	2.38	-1.65	2.43	0.09	20190424	19970130	          7.21	--  	--  	100.92	47.76	          4.68	48.03	60.96	2.85	1.80	37.46	17.37	21.26	9.63	25.86	22.42	1.77	-0.03	1.78	1.37	1.18	1.11	27.91	5.75	2.49	31104.00	          6754	14.52万	-12.11	17.94	          3.25	26.97	6.00	1.16	0.164㈠	          6.62	0.00	          1.33	          3.87	          0.80	         47.33	   2.47㈠	         13.31	          6.84	          4.56	0.22	1905	000062	--  	--  	--  	
="000063"	中兴通讯	1.55	34.17	0.52	34.16	34.17	1251394	11723	-0.08	          3.64	33.01	35.00	33.01	33.65	--  	4281163776	  0.71	通信设备	深圳	5.91	34.21	584712	666681	  0.88	1180	2771	--  	84471600	          0.12	--  	--  	         34.34	       1173.25亿	       1174.48亿	  2.83	   4733	    264	        0.0008	1	-3.83	16.46	67.75	74.43	          5.79	        738.65亿	--  	--  	1.20	-- -- 				-1.90	4.01	-1.90	1.67	3.51	-2.37	3.51	-0.12	20190328	19971118	         41.93	--  	          7.56	1293.51	291.50	         38.11	74.52	928.48	88.98	85.58	893.77	250.11	215.92	114.44	855.13	573.68	-6.12	2.94	-73.50	-69.49	-69.84	-33.95	69.83	-92.15	-92.93	383900.00	          5631	19.24万	-252.88	-21.41	          6.26	-15.55	1.68	0.00	-1.666㈣	          5.46	5.46	          2.73	          1.67	         -2.20	         22.54	 -23.96㈣	         32.91	         -0.72	         -8.17	109.06	68240	000063	--  	--  	--  	
="000065"	北方国际	-1.30	11.37	-0.15	11.37	11.38	151933	1290	-0.17	          2.42	11.50	11.77	11.28	11.52	    14.85	174386016	  0.69	建筑工程	北京	4.25	11.48	85988	65945	  1.30	18	59	--  	1546800	          0.05	--  	--  	          6.29	         71.51亿	         87.49亿	 -0.02	   2921	     52	        0.0008	-2	-9.03	4.79	45.58	48.05	          5.12	         33.74亿	14.85	14.85	1.34	-- -- 				-0.17	2.17	-2.08	-0.37	-1.13	-3.40	0.80	-0.94	20190402	19980605	          7.70	--  	--  	114.48	41.78	          4.31	59.74	88.46	4.21	17.43	58.41	4.30	23.77	9.14	99.81	85.03	7.98	0.61	7.95	6.18	5.89	5.39	23.04	1.82	-0.72	32700.00	          9074	10.32万	18.01	2.58	          2.09	47.97	0.88	0.70	0.766㈣	          5.43	0.00	          1.19	          2.99	          0.24	         36.49	  14.10㈣	         14.81	          7.99	          5.90	0.13	1921	000065	--  	--  	--  	
